100000
1 2 -1
1293 1294 322 -1
1295 1296 323 -1
1297 1298 323 -1
1299 1300 324 -1
1301 1302 324 -1
1303 1304 325 -1
1305 1306 325 -1
1307 1308 326 -1
1309 1310 326 -1
1311 1312 327 -1
1313 1314 327 -1
1315 1316 328 -1
1317 1318 328 -1
1319 1320 329 -1
1321 1322 329 -1
1323 1324 330 -1
1325 1326 330 -1
1327 1328 331 -1
1329 1330 331 -1
1331 1332 332 -1
1333 1334 332 -1
1335 1336 333 -1
1337 1338 333 -1
1339 1340 334 -1
1341 1342 334 -1
1343 1344 335 -1
1345 1346 335 -1
1347 1348 336 -1
1349 1350 336 -1
1351 1352 337 -1
1353 1354 337 -1
1355 1356 338 -1
1357 1358 338 -1
1359 1360 339 -1
1361 1362 339 -1
1363 1364 340 -1
1365 1366 340 -1
1367 1368 341 -1
1369 1370 341 -1
1371 1372 342 -1
1373 1374 342 -1
1375 1376 343 -1
1377 1378 343 -1
1379 1380 344 -1
1381 1382 344 -1
1383 1384 345 -1
1385 1386 345 -1
1387 1388 346 -1
1389 1390 346 -1
1391 1392 347 -1
1393 1394 347 -1
1395 1396 348 -1
1397 1398 348 -1
1399 1400 349 -1
1401 1402 349 -1
1403 1404 350 -1
1405 1406 350 -1
1407 1408 351 -1
1409 1410 351 -1
1411 1412 352 -1
1413 1414 352 -1
1415 1416 353 -1
1417 1418 353 -1
1419 1420 354 -1
1421 1422 354 -1
1423 1424 355 -1
1425 1426 355 -1
1427 1428 356 -1
1429 1430 356 -1
1431 1432 357 -1
1433 1434 357 -1
1435 1436 358 -1
1437 1438 358 -1
1439 1440 359 -1
1441 1442 359 -1
1443 1444 360 -1
1445 1446 360 -1
1447 1448 361 -1
1449 1450 361 -1
1451 1452 362 -1
1453 1454 362 -1
1455 1456 363 -1
1457 1458 363 -1
1459 1460 364 -1
1461 1462 364 -1
1463 1464 365 -1
1465 1466 365 -1
1467 1468 366 -1
1469 1470 366 -1
1471 1472 367 -1
1473 1474 367 -1
1475 1476 368 -1
1477 1478 368 -1
1479 1480 369 -1
1481 1482 369 -1
1483 1484 370 -1
1485 1486 370 -1
1487 1488 371 -1
1489 1490 371 -1
1491 1492 372 -1
1493 1494 372 -1
1495 1496 373 -1
1497 1498 373 -1
1499 1500 374 -1
1501 1502 374 -1
1503 1504 375 -1
1505 1506 375 -1
1507 1508 376 -1
1509 1510 376 -1
1511 1512 377 -1
1513 1514 377 -1
1515 1516 378 -1
1517 1518 378 -1
1519 1520 379 -1
1521 1522 379 -1
1523 1524 380 -1
1525 1526 380 -1
1527 1528 381 -1
1529 1530 381 -1
1531 1532 382 -1
1533 1534 382 -1
1535 1536 383 -1
1537 1538 383 -1
1539 1540 384 -1
1541 1542 384 -1
1543 1544 385 -1
1545 1546 385 -1
1547 1548 386 -1
1549 1550 386 -1
1551 1552 387 -1
1553 1554 387 -1
1555 1556 388 -1
1557 1558 388 -1
1559 1560 389 -1
1561 1562 389 -1
1563 1564 390 -1
1565 1566 390 -1
1567 1568 391 -1
1569 1570 391 -1
1571 1572 392 -1
1573 1574 392 -1
1575 1576 393 -1
1577 1578 393 -1
1579 1580 394 -1
1581 1582 394 -1
1583 1584 395 -1
1585 1586 395 -1
1587 1588 396 -1
1589 1590 396 -1
1591 1592 397 -1
1593 1594 397 -1
1595 1596 398 -1
1597 1598 398 -1
1599 1600 399 -1
1601 1602 399 -1
1603 1604 400 -1
1605 1606 400 -1
1607 1608 401 -1
1609 1610 401 -1
1611 1612 402 -1
1613 1614 402 -1
1615 1616 403 -1
1617 1618 403 -1
1619 1620 404 -1
1621 1622 404 -1
1623 1624 405 -1
1625 1626 405 -1
1627 1628 406 -1
1629 1630 406 -1
1631 1632 407 -1
1633 1634 407 -1
1635 1636 408 -1
1637 1638 408 -1
1639 1640 409 -1
1641 1642 409 -1
1643 1644 410 -1
1645 1646 410 -1
1647 1648 411 -1
1649 1650 411 -1
1651 1652 412 -1
1653 1654 412 -1
1655 1656 413 -1
1657 1658 413 -1
1659 1660 414 -1
1661 1662 414 -1
1663 1664 415 -1
1665 1666 415 -1
1667 1668 416 -1
1669 1670 416 -1
1671 1672 417 -1
1673 1674 417 -1
1675 1676 418 -1
1677 1678 418 -1
1679 1680 419 -1
1681 1682 419 -1
1683 1684 420 -1
1685 1686 420 -1
1687 1688 421 -1
1689 1690 421 -1
1691 1692 422 -1
1693 1694 422 -1
1695 1696 423 -1
1697 1698 423 -1
1699 1700 424 -1
1701 1702 424 -1
1703 1704 425 -1
1705 1706 425 -1
1707 1708 426 -1
1709 1710 426 -1
1711 1712 427 -1
1713 1714 427 -1
1715 1716 428 -1
1717 1718 428 -1
1719 1720 429 -1
1721 1722 429 -1
1723 1724 430 -1
1725 1726 430 -1
1727 1728 431 -1
1729 1730 431 -1
1731 1732 432 -1
1733 1734 432 -1
1735 1736 433 -1
1737 1738 433 -1
1739 1740 434 -1
1741 1742 434 -1
1743 1744 435 -1
1745 1746 435 -1
1747 1748 436 -1
1749 1750 436 -1
1751 1752 437 -1
1753 1754 437 -1
1755 1756 438 -1
1757 1758 438 -1
1759 1760 439 -1
1761 1762 439 -1
1763 1764 440 -1
1765 1766 440 -1
1767 1768 441 -1
1769 1770 441 -1
1771 1772 442 -1
1773 1774 442 -1
1775 1776 443 -1
1777 1778 443 -1
1779 1780 444 -1
1781 1782 444 -1
1783 1784 445 -1
1785 1786 445 -1
1787 1788 446 -1
1789 1790 446 -1
1791 1792 447 -1
1793 1794 447 -1
1795 1796 448 -1
1797 1798 448 -1
1799 1800 449 -1
1801 1802 449 -1
1803 1804 450 -1
1805 1806 450 -1
1807 1808 451 -1
1809 1810 451 -1
1811 1812 452 -1
1813 1814 452 -1
1815 1816 453 -1
1817 1818 453 -1
1819 1820 454 -1
1821 1822 454 -1
1823 1824 455 -1
1825 1826 455 -1
1827 1828 456 -1
1829 1830 456 -1
1831 1832 457 -1
1833 1834 457 -1
1835 1836 458 -1
1837 1838 458 -1
1839 1840 459 -1
1841 1842 459 -1
1843 1844 460 -1
1845 1846 460 -1
1847 1848 461 -1
1849 1850 461 -1
1851 1852 462 -1
1853 1854 462 -1
1855 1856 463 -1
1857 1858 463 -1
1859 1860 464 -1
1861 1862 464 -1
1863 1864 465 -1
1865 1866 465 -1
1867 1868 466 -1
1869 1870 466 -1
1871 1872 467 -1
1873 1874 467 -1
1875 1876 468 -1
1877 1878 468 -1
1879 1880 469 -1
1881 1882 469 -1
1883 1884 470 -1
1885 1886 470 -1
1887 1888 471 -1
1889 1890 471 -1
1891 1892 472 -1
1893 1894 472 -1
1895 1896 473 -1
1897 1898 473 -1
1899 1900 474 -1
1901 1902 474 -1
1903 1904 475 -1
1905 1906 475 -1
1907 1908 476 -1
1909 1910 476 -1
1911 1912 477 -1
1913 1914 477 -1
1915 1916 478 -1
1917 1918 478 -1
1919 1920 479 -1
1921 1922 479 -1
1923 1924 480 -1
1925 1926 480 -1
1927 1928 481 -1
1929 1930 481 -1
1931 1932 482 -1
1933 1934 482 -1
1935 1936 483 -1
1937 1938 483 -1
1939 1940 484 -1
1941 1942 484 -1
1943 1944 485 -1
1945 1946 485 -1
1947 1948 486 -1
1949 1950 486 -1
1951 1952 487 -1
1953 1954 487 -1
1955 1956 488 -1
1957 1958 488 -1
1959 1960 489 -1
1961 1962 489 -1
1963 1964 490 -1
1965 1966 490 -1
1967 1968 491 -1
1969 1970 491 -1
1971 1972 492 -1
1973 1974 492 -1
1975 1976 493 -1
1977 1978 493 -1
1979 1980 494 -1
1981 1982 494 -1
1983 1984 495 -1
1985 1986 495 -1
1987 1988 496 -1
1989 1990 496 -1
1991 1992 497 -1
1993 1994 497 -1
1995 1996 498 -1
1997 1998 498 -1
1999 2000 499 -1
2001 2002 499 -1
2003 2004 500 -1
2005 2006 500 -1
2007 2008 501 -1
2009 2010 501 -1
2011 2012 502 -1
2013 2014 502 -1
2015 2016 503 -1
2017 2018 503 -1
2019 2020 504 -1
2021 2022 504 -1
2023 2024 505 -1
2025 2026 505 -1
2027 2028 506 -1
2029 2030 506 -1
2031 2032 507 -1
2033 2034 507 -1
2035 2036 508 -1
2037 2038 508 -1
2039 2040 509 -1
2041 2042 509 -1
2043 2044 510 -1
2045 2046 510 -1
2047 2048 511 -1
2049 2050 511 -1
2051 2052 512 -1
2053 2054 512 -1
2055 2056 513 -1
2057 2058 513 -1
2059 2060 514 -1
2061 2062 514 -1
2063 2064 515 -1
2065 2066 515 -1
2067 2068 516 -1
2069 2070 516 -1
2071 2072 517 -1
2073 2074 517 -1
2075 2076 518 -1
2077 2078 518 -1
2079 2080 519 -1
2081 2082 519 -1
2083 2084 520 -1
2085 2086 520 -1
2087 2088 521 -1
2089 2090 521 -1
2091 2092 522 -1
2093 2094 522 -1
2095 2096 523 -1
2097 2098 523 -1
2099 2100 524 -1
2101 2102 524 -1
2103 2104 525 -1
2105 2106 525 -1
2107 2108 526 -1
2109 2110 526 -1
2111 2112 527 -1
2113 2114 527 -1
2115 2116 528 -1
2117 2118 528 -1
2119 2120 529 -1
2121 2122 529 -1
2123 2124 530 -1
2125 2126 530 -1
2127 2128 531 -1
2129 2130 531 -1
2131 2132 532 -1
2133 2134 532 -1
2135 2136 533 -1
2137 2138 533 -1
2139 2140 534 -1
2141 2142 534 -1
2143 2144 535 -1
2145 2146 535 -1
2147 2148 536 -1
2149 2150 536 -1
2151 2152 537 -1
2153 2154 537 -1
2155 2156 538 -1
2157 2158 538 -1
2159 2160 539 -1
2161 2162 539 -1
2163 2164 540 -1
2165 2166 540 -1
2167 2168 541 -1
2169 2170 541 -1
2171 2172 542 -1
2173 2174 542 -1
2175 2176 543 -1
2177 2178 543 -1
2179 2180 544 -1
2181 2182 544 -1
2183 2184 545 -1
2185 2186 545 -1
2187 2188 546 -1
2189 2190 546 -1
2191 2192 547 -1
2193 2194 547 -1
2195 2196 548 -1
2197 2198 548 -1
2199 2200 549 -1
2201 2202 549 -1
2203 2204 550 -1
2205 2206 550 -1
2207 2208 551 -1
2209 2210 551 -1
2211 2212 552 -1
2213 2214 552 -1
2215 2216 553 -1
2217 2218 553 -1
2219 2220 554 -1
2221 2222 554 -1
2223 2224 555 -1
2225 2226 555 -1
2227 2228 556 -1
2229 2230 556 -1
2231 2232 557 -1
2233 2234 557 -1
2235 2236 558 -1
2237 2238 558 -1
2239 2240 559 -1
2241 2242 559 -1
2243 2244 560 -1
2245 2246 560 -1
2247 2248 561 -1
2249 2250 561 -1
2251 2252 562 -1
2253 2254 562 -1
2255 2256 563 -1
2257 2258 563 -1
2259 2260 564 -1
2261 2262 564 -1
2263 2264 565 -1
2265 2266 565 -1
2267 2268 566 -1
2269 2270 566 -1
2271 2272 567 -1
2273 2274 567 -1
2275 2276 568 -1
2277 2278 568 -1
2279 2280 569 -1
2281 2282 569 -1
2283 2284 570 -1
2285 2286 570 -1
2287 2288 571 -1
2289 2290 571 -1
2291 2292 572 -1
2293 2294 572 -1
2295 2296 573 -1
2297 2298 573 -1
2299 2300 574 -1
2301 2302 574 -1
2303 2304 575 -1
2305 2306 575 -1
2307 2308 576 -1
2309 2310 576 -1
2311 2312 577 -1
2313 2314 577 -1
2315 2316 578 -1
2317 2318 578 -1
2319 2320 579 -1
2321 2322 579 -1
2323 2324 580 -1
2325 2326 580 -1
2327 2328 581 -1
2329 2330 581 -1
2331 2332 582 -1
2333 2334 582 -1
2335 2336 583 -1
2337 2338 583 -1
2339 2340 584 -1
2341 2342 584 -1
2343 2344 585 -1
2345 2346 585 -1
2347 2348 586 -1
2349 2350 586 -1
2351 2352 587 -1
2353 2354 587 -1
2355 2356 588 -1
2357 2358 588 -1
2359 2360 589 -1
2361 2362 589 -1
2363 2364 590 -1
2365 2366 590 -1
2367 2368 591 -1
2369 2370 591 -1
2371 2372 592 -1
2373 2374 592 -1
2375 2376 593 -1
2377 2378 593 -1
2379 2380 594 -1
2381 2382 594 -1
2383 2384 595 -1
2385 2386 595 -1
2387 2388 596 -1
2389 2390 596 -1
2391 2392 597 -1
2393 2394 597 -1
2395 2396 598 -1
2397 2398 598 -1
2399 2400 599 -1
2401 2402 599 -1
2403 2404 600 -1
2405 2406 600 -1
2407 2408 601 -1
2409 2410 601 -1
2411 2412 602 -1
2413 2414 602 -1
2415 2416 603 -1
2417 2418 603 -1
2419 2420 604 -1
2421 2422 604 -1
2423 2424 605 -1
2425 2426 605 -1
2427 2428 606 -1
2429 2430 606 -1
2431 2432 607 -1
2433 2434 607 -1
2435 2436 608 -1
2437 2438 608 -1
2439 2440 609 -1
2441 2442 609 -1
2443 2444 610 -1
2445 2446 610 -1
2447 2448 611 -1
2449 2450 611 -1
2451 2452 612 -1
2453 2454 612 -1
2455 2456 613 -1
2457 2458 613 -1
2459 2460 614 -1
2461 2462 614 -1
2463 2464 615 -1
2465 2466 615 -1
2467 2468 616 -1
2469 2470 616 -1
2471 2472 617 -1
2473 2474 617 -1
2475 2476 618 -1
2477 2478 618 -1
2479 2480 619 -1
2481 2482 619 -1
2483 2484 620 -1
2485 2486 620 -1
2487 2488 621 -1
2489 2490 621 -1
2491 2492 622 -1
2493 2494 622 -1
2495 2496 623 -1
2497 2498 623 -1
2499 2500 624 -1
2501 2502 624 -1
2503 2504 625 -1
2505 2506 625 -1
2507 2508 626 -1
2509 2510 626 -1
2511 2512 627 -1
2513 2514 627 -1
2515 2516 628 -1
2517 2518 628 -1
2519 2520 629 -1
2521 2522 629 -1
2523 2524 630 -1
2525 2526 630 -1
2527 2528 631 -1
2529 2530 631 -1
2531 2532 632 -1
2533 2534 632 -1
2535 2536 633 -1
2537 2538 633 -1
2539 2540 634 -1
2541 2542 634 -1
2543 2544 635 -1
2545 2546 635 -1
2547 2548 636 -1
2549 2550 636 -1
2551 2552 637 -1
2553 2554 637 -1
2555 2556 638 -1
2557 2558 638 -1
2559 2560 639 -1
2561 2562 639 -1
2563 2564 640 -1
2565 2566 640 -1
2567 2568 641 -1
2569 2570 641 -1
2571 2572 642 -1
2573 2574 642 -1
2575 2576 643 -1
2577 2578 643 -1
2579 2580 644 -1
2581 2582 644 -1
2583 2584 645 -1
2585 2586 645 -1
2587 2588 646 -1
2589 2590 646 -1
2591 2592 647 -1
2593 2594 647 -1
2595 2596 648 -1
2597 2598 648 -1
2599 2600 649 -1
2601 2602 649 -1
2603 2604 650 -1
2605 2606 650 -1
2607 2608 651 -1
2609 2610 651 -1
2611 2612 652 -1
2613 2614 652 -1
2615 2616 653 -1
2617 2618 653 -1
2619 2620 654 -1
2621 2622 654 -1
2623 2624 655 -1
2625 2626 655 -1
2627 2628 656 -1
2629 2630 656 -1
2631 2632 657 -1
2633 2634 657 -1
2635 2636 658 -1
2637 2638 658 -1
2639 2640 659 -1
2641 2642 659 -1
2643 2644 660 -1
2645 2646 660 -1
2647 2648 661 -1
2649 2650 661 -1
2651 2652 662 -1
2653 2654 662 -1
2655 2656 663 -1
2657 2658 663 -1
2659 2660 664 -1
2661 2662 664 -1
2663 2664 665 -1
2665 2666 665 -1
2667 2668 666 -1
2669 2670 666 -1
2671 2672 667 -1
2673 2674 667 -1
2675 2676 668 -1
2677 2678 668 -1
2679 2680 669 -1
2681 2682 669 -1
2683 2684 670 -1
2685 2686 670 -1
2687 2688 671 -1
2689 2690 671 -1
2691 2692 672 -1
2693 2694 672 -1
2695 2696 673 -1
2697 2698 673 -1
2699 2700 674 -1
2701 2702 674 -1
2703 2704 675 -1
2705 2706 675 -1
2707 2708 676 -1
2709 2710 676 -1
2711 2712 677 -1
2713 2714 677 -1
2715 2716 678 -1
2717 2718 678 -1
2719 2720 679 -1
2721 2722 679 -1
2723 2724 680 -1
